district name,amenity type,source node,amenity type
Friedrichshain-Kreuzberg,bookmaker,72,1778
Friedrichshain-Kreuzberg,bicycle,72,9978
Friedrichshain-Kreuzberg,esoteric,72,187
Friedrichshain-Kreuzberg,cannabis,72,669
Friedrichshain-Kreuzberg,beverages,72,3251
Friedrichshain-Kreuzberg,e-cigarette,72,627
Steglitz-Zehlendorf,window_blind,72,301
Tempelhof-Schöneberg,department_store,72,1550
Steglitz-Zehlendorf,pet_grooming,71,428
Friedrichshain-Kreuzberg,outdoor,71,646
Tempelhof-Schöneberg,tyres,71,367
Lichtenberg,bakery,71,5152
Tempelhof-Schöneberg,hardware,71,794
Friedrichshain-Kreuzberg,hearing_aids,71,1408
Tempelhof-Schöneberg,furniture,71,6260
Lichtenberg,kiosk,71,1892
Steglitz-Zehlendorf,e-cigarette,71,487
Tempelhof-Schöneberg,wholesale,71,986
Friedrichshain-Kreuzberg,fashion_accessories,71,699
Lichtenberg,clothes,71,5306
Friedrichshain-Kreuzberg,erotic,71,631
Mitte,fireplace,71,127
Friedrichshain-Kreuzberg,appliance,71,540
Lichtenberg,car_repair,71,1498
Steglitz-Zehlendorf,car,71,2119
Steglitz-Zehlendorf,locksmith,71,844
Tempelhof-Schöneberg,coffee,70,1681
Marzahn-Hellersdorf,travel_agency,70,301
Friedrichshain-Kreuzberg,pawnbroker,70,393
Marzahn-Hellersdorf,vacant,70,561
Steglitz-Zehlendorf,kitchen,70,440
Lichtenberg,florist,70,2848
Friedrichshain-Kreuzberg,antiques,70,1137
Tempelhof-Schöneberg,butcher,70,1785
Friedrichshain-Kreuzberg,perfumery,70,1078
Tempelhof-Schöneberg,bookmaker,70,2059
Friedrichshain-Kreuzberg,sewing,70,175
Lichtenberg,variety_store,70,683
Tempelhof-Schöneberg,car_parts,70,915
Friedrichshain-Kreuzberg,boutique,70,232
Lichtenberg,hairdresser,70,7917
Friedrichshain-Kreuzberg,telecommunication,70,374
Friedrichshain-Kreuzberg,copyshop,70,2327
Friedrichshain-Kreuzberg,variety_store,70,1784
Friedrichshain-Kreuzberg,hairdresser_supply,70,212
Friedrichshain-Kreuzberg,tea,70,1197
Steglitz-Zehlendorf,seafood,70,185
Tempelhof-Schöneberg,kitchen,70,2027
Friedrichshain-Kreuzberg,dry_cleaning,70,1671
Marzahn-Hellersdorf,optician,70,420
Friedrichshain-Kreuzberg,frame,70,401
Steglitz-Zehlendorf,bed,70,460
Tempelhof-Schöneberg,wine,70,2356
Tempelhof-Schöneberg,doityourself,70,1508
Steglitz-Zehlendorf,vacant,70,2065
Friedrichshain-Kreuzberg,storage_rental,70,430
Tempelhof-Schöneberg,bed,70,988
Friedrichshain-Kreuzberg,car,70,1551
Tempelhof-Schöneberg,tobacco,70,740
Friedrichshain-Kreuzberg,motorcycle,70,555
Tempelhof-Schöneberg,vacant,70,7088
Lichtenberg,chemist,69,1080
Friedrichshain-Kreuzberg,tyres,69,247
Charlottenburg-Wilmersdorf,chemist,69,3180
Charlottenburg-Wilmersdorf,perfumery,69,1659
Charlottenburg-Wilmersdorf,tea,69,1102
Charlottenburg-Wilmersdorf,ticket,69,1126
Steglitz-Zehlendorf,chocolate,69,182
Marzahn-Hellersdorf,clothes,69,2450
Charlottenburg-Wilmersdorf,tyres,69,547
Lichtenberg,car,69,938
Steglitz-Zehlendorf,car_parts,69,416
Tempelhof-Schöneberg,second_hand,69,1742
Charlottenburg-Wilmersdorf,florist,69,9759
Charlottenburg-Wilmersdorf,gift,69,2342
Tempelhof-Schöneberg,trade,69,344
Charlottenburg-Wilmersdorf,car_repair,69,3405
Charlottenburg-Wilmersdorf,car,69,3898
Charlottenburg-Wilmersdorf,convenience,69,11614
Charlottenburg-Wilmersdorf,butcher,69,1405
Charlottenburg-Wilmersdorf,copyshop,69,2335
Charlottenburg-Wilmersdorf,cosmetics,69,2741
Charlottenburg-Wilmersdorf,books,69,5536
Spandau,car,69,960
Charlottenburg-Wilmersdorf,deli,69,5019
Charlottenburg-Wilmersdorf,shoes,69,4816
Charlottenburg-Wilmersdorf,bicycle,69,4087
Charlottenburg-Wilmersdorf,tailor,69,5315
Spandau,hairdresser,69,2982
Tempelhof-Schöneberg,ticket,69,1008
Charlottenburg-Wilmersdorf,optician,69,6680
Marzahn-Hellersdorf,variety_store,69,664
Treptow-Köpenick,hairdresser,69,3594
Charlottenburg-Wilmersdorf,funeral_directors,69,1951
Charlottenburg-Wilmersdorf,bakery,69,17365
Charlottenburg-Wilmersdorf,furniture,69,5342
Tempelhof-Schöneberg,mall,69,1105
Charlottenburg-Wilmersdorf,supermarket,69,15203
Tempelhof-Schöneberg,musical_instrument,69,2122
Charlottenburg-Wilmersdorf,clothes,69,33001
Charlottenburg-Wilmersdorf,massage,69,7518
Tempelhof-Schöneberg,perfumery,69,1462
Charlottenburg-Wilmersdorf,medical_supply,69,3194
Tempelhof-Schöneberg,copyshop,69,2310
Friedrichshain-Kreuzberg,scuba_diving,69,142
Friedrichshain-Kreuzberg,rental,69,827
Friedrichshain-Kreuzberg,collector,69,213
Charlottenburg-Wilmersdorf,houseware,69,1338
Steglitz-Zehlendorf,shoe_repair,69,234
Marzahn-Hellersdorf,kiosk,69,886
Charlottenburg-Wilmersdorf,interior_decoration,69,7807
Friedrichshain-Kreuzberg,craft,69,775
Charlottenburg-Wilmersdorf,laundry,69,3281
Charlottenburg-Wilmersdorf,kiosk,69,10792
Friedrichshain-Kreuzberg,department_store,69,946
Friedrichshain-Kreuzberg,bag,69,1030
Marzahn-Hellersdorf,tailor,69,297
Friedrichshain-Kreuzberg,car_parts,69,471
Charlottenburg-Wilmersdorf,jewelry,69,8542
Charlottenburg-Wilmersdorf,hairdresser,69,37576
Steglitz-Zehlendorf,newsagent,69,1219
Friedrichshain-Kreuzberg,cheese,69,354
Tempelhof-Schöneberg,photo,69,1163
Marzahn-Hellersdorf,mobile_phone,69,329
Charlottenburg-Wilmersdorf,beauty,68,26540
Tempelhof-Schöneberg,houseware,68,1572
Tempelhof-Schöneberg,carpet,68,1037
Steglitz-Zehlendorf,art,68,665
Steglitz-Zehlendorf,appliance,68,151
Treptow-Köpenick,florist,68,1277
Tempelhof-Schöneberg,pastry,68,1024
Charlottenburg-Wilmersdorf,beverages,68,2529
Charlottenburg-Wilmersdorf,stationery,68,2289
Charlottenburg-Wilmersdorf,dry_cleaning,68,3188
Friedrichshain-Kreuzberg,printing,68,124
Lichtenberg,travel_agency,68,1005
Charlottenburg-Wilmersdorf,bathroom_furnishing,68,515
Charlottenburg-Wilmersdorf,locksmith,68,1778
Charlottenburg-Wilmersdorf,doityourself,68,1264
Charlottenburg-Wilmersdorf,kitchen,68,2134
Charlottenburg-Wilmersdorf,lighting,68,1254
Charlottenburg-Wilmersdorf,alcohol,68,2539
Charlottenburg-Wilmersdorf,hearing_aids,68,2123
Friedrichshain-Kreuzberg,general,68,319
Charlottenburg-Wilmersdorf,vacant,68,6552
Charlottenburg-Wilmersdorf,yes,68,1598
Charlottenburg-Wilmersdorf,greengrocer,68,1370
Lichtenberg,optician,68,1126
Charlottenburg-Wilmersdorf,photo,68,1194
Charlottenburg-Wilmersdorf,art,68,4956
Charlottenburg-Wilmersdorf,pet,68,948
Charlottenburg-Wilmersdorf,trade,68,386
Friedrichshain-Kreuzberg,wholesale,68,378
Charlottenburg-Wilmersdorf,appliance,68,552
Charlottenburg-Wilmersdorf,wine,68,2174
Charlottenburg-Wilmersdorf,carpet,68,1471
Steglitz-Zehlendorf,tattoo,68,683
Charlottenburg-Wilmersdorf,musical_instrument,68,1663
Charlottenburg-Wilmersdorf,travel_agency,68,5985
Tempelhof-Schöneberg,pet,68,1362
Tempelhof-Schöneberg,curtain,68,792
Charlottenburg-Wilmersdorf,antiques,68,5267
Mitte,collector,68,144
Lichtenberg,bicycle,68,1762
Tempelhof-Schöneberg,printer_ink,68,390
Lichtenberg,books,68,906
Charlottenburg-Wilmersdorf,toys,68,2567
Tempelhof-Schöneberg,garden_centre,68,306
Lichtenberg,mall,68,810
Charlottenburg-Wilmersdorf,curtain,67,616
Reinickendorf,florist,67,2791
Spandau,beauty,67,730
Steglitz-Zehlendorf,variety_store,67,906
Tempelhof-Schöneberg,yes,67,764
Charlottenburg-Wilmersdorf,electronics,67,2449
Tempelhof-Schöneberg,bag,67,912
Friedrichshain-Kreuzberg,health_food,67,233
Charlottenburg-Wilmersdorf,second_hand,67,1911
Spandau,car_repair,67,685
Lichtenberg,mobile_phone,67,1046
Charlottenburg-Wilmersdorf,computer,67,1714
Charlottenburg-Wilmersdorf,hardware,67,622
Charlottenburg-Wilmersdorf,bookmaker,67,2287
Charlottenburg-Wilmersdorf,department_store,67,1059
Lichtenberg,greengrocer,67,268
Charlottenburg-Wilmersdorf,sports,67,2226
Mitte,anime,67,220
Lichtenberg,convenience,67,6583
Tempelhof-Schöneberg,model,67,214
Charlottenburg-Wilmersdorf,motorcycle,67,743
Tempelhof-Schöneberg,e-cigarette,67,953
Marzahn-Hellersdorf,car_repair,67,1361
Charlottenburg-Wilmersdorf,pawnbroker,67,535
Friedrichshain-Kreuzberg,lottery,67,148
Charlottenburg-Wilmersdorf,mobile_phone,67,4228
Marzahn-Hellersdorf,car,67,916
Charlottenburg-Wilmersdorf,tattoo,67,1392
Friedrichshain-Kreuzberg,seafood,67,510
Tempelhof-Schöneberg,farm,67,275
Friedrichshain-Kreuzberg,repair,67,233
Marzahn-Hellersdorf,bicycle,67,313
Spandau,pet,67,312
Spandau,kiosk,67,586
Friedrichshain-Kreuzberg,camera,67,207
Charlottenburg-Wilmersdorf,music,67,876
Tempelhof-Schöneberg,fabric,67,633
Spandau,massage,67,729
Charlottenburg-Wilmersdorf,newsagent,67,2327
Steglitz-Zehlendorf,electronics,67,757
Charlottenburg-Wilmersdorf,baby_goods,67,329
Spandau,variety_store,67,419
Charlottenburg-Wilmersdorf,pet_grooming,66,1077
Charlottenburg-Wilmersdorf,coffee,66,1122
Marzahn-Hellersdorf,electronics,66,359
Charlottenburg-Wilmersdorf,party,66,271
Marzahn-Hellersdorf,convenience,66,610
Charlottenburg-Wilmersdorf,pottery,66,466
Marzahn-Hellersdorf,car_parts,66,258
Charlottenburg-Wilmersdorf,confectionery,66,1287
Charlottenburg-Wilmersdorf,glaziery,66,705
Marzahn-Hellersdorf,chemist,66,634
Charlottenburg-Wilmersdorf,model,66,217
Lichtenberg,tailor,66,842
Marzahn-Hellersdorf,pet,66,242
Tempelhof-Schöneberg,paint,66,314
Marzahn-Hellersdorf,jewelry,66,268
Marzahn-Hellersdorf,medical_supply,66,296
Charlottenburg-Wilmersdorf,flooring,66,532
Charlottenburg-Wilmersdorf,nutrition_supplements,66,387
Marzahn-Hellersdorf,shoes,66,403
Steglitz-Zehlendorf,lighting,66,262
Steglitz-Zehlendorf,hardware,66,456
Lichtenberg,beverages,66,788
Steglitz-Zehlendorf,copyshop,66,726
Charlottenburg-Wilmersdorf,variety_store,66,1122
Charlottenburg-Wilmersdorf,boutique,66,466
Tempelhof-Schöneberg,charity,66,670
Tempelhof-Schöneberg,gift,66,3202
Friedrichshain-Kreuzberg,radiotechnics,66,324
Friedrichshain-Kreuzberg,lighting,66,610
Charlottenburg-Wilmersdorf,security,66,179
Steglitz-Zehlendorf,gas,66,78
Steglitz-Zehlendorf,garden_centre,66,406
Charlottenburg-Wilmersdorf,window_blind,66,684
Mitte,flea_market,66,84
Charlottenburg-Wilmersdorf,charity,66,286
Charlottenburg-Wilmersdorf,bag,65,712
Charlottenburg-Wilmersdorf,tobacco,65,385
Lichtenberg,doityourself,65,374
Tempelhof-Schöneberg,storage_rental,65,490
Charlottenburg-Wilmersdorf,telecommunication,65,379
Friedrichshain-Kreuzberg,baby_goods,65,261
Neukölln,bicycle,65,4040
Charlottenburg-Wilmersdorf,battery,65,89
Treptow-Köpenick,supermarket,65,2537
Charlottenburg-Wilmersdorf,cheese,65,384
Tempelhof-Schöneberg,fashion_accessories,65,659
Steglitz-Zehlendorf,health_food,65,420
Marzahn-Hellersdorf,sports,65,291
Marzahn-Hellersdorf,hearing_aids,65,210
